Start time,End time,Dataset,Augmentation technique,Dataset Reduction (r),Experiment #,Training Epochs,Test loss,Test accuracy
54:37.2,32:01.7,Google Snippets,Augmentation with max. window size 3,0.214670165,4,268,0.614819758,83.4375
16:49.7,32:02.6,Google Snippets,No Augmentation,0.508638306,5,175,0.479822241,88.24306473
04:53.2,32:08.3,Google Snippets,No Augmentation,0.086186148,13,466,1.004839639,74.41860465
17:06.1,32:08.6,Google Snippets,No Augmentation,0.795880017,2,145,0.398659098,89.18695652
58:09.3,32:12.0,Google Snippets,Augmentation with max. window size 3,0.13667714,19,387,0.666090941,82.84313725
51:39.6,32:17.2,Google Snippets,No Augmentation,0.193820026,7,317,0.766215303,83.0449827
11:33.9,32:20.6,Google Snippets,Augmentation with max. window size 3,0.086186148,26,374,0.860741518,75.19379845
58:00.7,32:33.6,Google Snippets,Augmentation with max. window size 2,0.13667714,23,377,0.836885323,79.90196078
53:19.4,32:35.7,Google Snippets,Augmentation with max. window size 3,0.13667714,26,435,0.821124513,80.88235294
17:10.2,32:45.1,Google Snippets,Augmentation with max. window size 2,0.431798276,5,257,0.541855819,86.60436137
17:25.1,32:50.0,Google Snippets,Augmentation with max. window size 3,0.468521083,6,223,0.504965467,86.51362984
23:01.4,33:11.0,Google Snippets,Augmentation with max. window size 2,0.055517328,16,308,0.766382699,81.92771084
26:13.4,33:17.1,Google Snippets,No Augmentation,0.040958608,9,265,1.241190667,67.21311475
59:04.6,33:39.9,Google Snippets,No Augmentation,0.214670165,5,245,0.704639893,84.6875
17:25.2,33:40.0,Google Snippets,Augmentation with max. window size 3,0.468521083,13,238,0.618105275,84.64849354
17:42.1,33:59.7,Google Snippets,Augmentation with max. window size 3,0.070581074,15,363,0.804911366,77.35849057
17:25.2,34:09.1,Google Snippets,Augmentation with max. window size 3,0.508638306,11,218,0.514132341,85.99735799
13:46.5,34:20.4,Google Snippets,No Augmentation,0.086186148,6,348,0.977962049,76.74418605
16:49.7,34:23.2,Google Snippets,No Augmentation,0.468521083,21,186,0.478133289,86.2266858
22:20.8,34:24.3,Google Snippets,No Augmentation,0.026872146,4,366,1.060159665,78.04878049
59:32.0,34:31.5,Google Snippets,Augmentation with max. window size 3,0.15490196,24,350,0.599839649,83.54978355
10:33.6,34:52.4,Google Snippets,Augmentation with max. window size 2,0.102372909,21,357,0.761110338,82.35294118
16:56.2,34:58.5,Google Snippets,Augmentation with max. window size 3,0.070581074,8,404,0.93135004,70.75471698
19:09.7,35:00.4,Google Snippets,No Augmentation,0.070581074,23,327,0.871787388,75.47169811
49:02.0,35:14.8,Google Snippets,Augmentation with max. window size 3,0.193820026,20,364,0.639941708,84.08304498
21:30.8,35:15.3,Google Snippets,No Augmentation,0.055517328,12,387,1.048602688,75.90361446
11:03.8,35:19.6,Google Snippets,No Augmentation,0.086186148,27,429,0.86518378,76.74418605
55:51.4,35:30.9,Google Snippets,No Augmentation,0.13667714,20,440,0.833886708,79.90196078
10:24.1,35:31.4,Google Snippets,Augmentation with max. window size 3,0.102372909,17,370,0.813492413,81.04575163
55:49.4,35:36.1,Google Snippets,Augmentation with max. window size 2,0.236572006,13,267,0.644881814,83.80681818
55:55.9,35:40.9,Google Snippets,Augmentation with max. window size 3,0.214670165,18,285,0.619548267,83.125
55:46.2,35:54.5,Google Snippets,No Augmentation,0.173925197,16,346,0.609031417,83.78378378
17:06.1,36:02.3,Google Snippets,No Augmentation,0.657577319,13,177,0.440870859,87.73006135
17:25.1,36:03.4,Google Snippets,Augmentation with max. window size 3,0.508638306,18,225,0.440588821,88.63936592
17:10.2,36:19.5,Google Snippets,Augmentation with max. window size 2,0.508638306,29,215,0.467560713,87.71466314
17:10.2,36:28.0,Google Snippets,Augmentation with max. window size 2,0.508638306,8,215,0.496214455,86.52575958
23:50.6,36:33.0,Google Snippets,Augmentation with max. window size 2,0.055517328,3,390,1.044934426,68.6746988
24:10.3,36:35.0,Google Snippets,Augmentation with max. window size 3,0.040958608,15,492,0.854918914,73.7704918
58:44.0,36:39.7,Google Snippets,Augmentation with max. window size 3,0.173925197,1,331,0.679037848,82.23938224
57:26.6,36:42.2,Google Snippets,Augmentation with max. window size 3,0.236572006,23,257,0.575760756,84.94318182
17:06.1,36:43.0,Google Snippets,No Augmentation,0.657577319,27,177,0.470734234,87.83231084
56:47.7,36:54.4,Google Snippets,Augmentation with max. window size 2,0.13667714,9,456,0.707239926,80.88235294
24:23.3,36:58.1,Google Snippets,No Augmentation,0.055517328,0,359,0.988863968,74.69879518
58:24.1,37:05.2,Google Snippets,No Augmentation,0.13667714,27,406,0.703118907,83.82352941
17:21.9,37:06.9,Google Snippets,Augmentation with max. window size 2,0.552841969,13,209,0.461074458,88.33535844
58:44.0,37:10.7,Google Snippets,Augmentation with max. window size 2,0.259637311,4,229,0.569309332,84.49612403
12:20.3,37:14.2,Google Snippets,Augmentation with max. window size 3,0.102372909,10,380,0.894228284,74.50980392
17:21.9,37:14.6,Google Snippets,Augmentation with max. window size 2,0.552841969,6,210,0.618113916,84.44714459
09:50.5,37:16.4,Google Snippets,Augmentation with max. window size 2,0.102372909,14,416,0.722706799,81.04575163
58:45.3,37:18.2,Google Snippets,No Augmentation,0.214670165,12,275,0.662755858,82.1875
58:01.9,37:20.3,Google Snippets,Augmentation with max. window size 3,0.30980392,3,191,0.670301145,83.29718004
27:37.1,37:23.3,Google Snippets,Augmentation with max. window size 2,0.055517328,24,305,0.87600573,81.92771084
15:10.1,37:23.3,Google Snippets,Augmentation with max. window size 2,0.086186148,17,439,0.715664566,85.27131783
17:21.9,37:28.5,Google Snippets,Augmentation with max. window size 2,0.657577319,9,178,0.473961162,86.70756646
26:24.8,37:34.7,Google Snippets,No Augmentation,0.026872146,18,350,1.173707528,70.73170732
11:46.7,37:41.1,Google Snippets,Augmentation with max. window size 2,0.173925197,6,235,0.672643128,81.46718147
17:21.9,37:59.0,Google Snippets,Augmentation with max. window size 2,0.795880017,26,147,0.50344596,87.16304348
57:18.1,38:01.1,Google Snippets,No Augmentation,0.214670165,19,289,0.60567418,85.3125
10:31.0,38:20.1,Google Snippets,Augmentation with max. window size 2,0.15490196,22,269,0.713669437,82.25108225
00:53.7,38:23.2,Google Snippets,Augmentation with max. window size 3,0.236572006,9,248,0.561036938,84.65909091
17:21.9,38:32.0,Google Snippets,Augmentation with max. window size 2,0.795880017,5,140,0.45690881,87.4
17:22.3,38:34.5,Google Snippets,Augmentation with max. window size 2,1,8,129,0.408100316,89.5825462
08:01.6,38:41.2,Google Snippets,Augmentation with max. window size 2,0.259637311,25,191,0.67358564,82.94573643
55:40.9,38:42.9,Google Snippets,No Augmentation,0.214670165,26,306,0.640267972,83.125
57:51.5,38:58.6,Google Snippets,Augmentation with max. window size 2,0.236572006,20,275,0.611070028,81.81818182
30:44.3,39:00.1,Google Snippets,No Augmentation,0.026872146,10,275,1.045402004,73.17073171
14:44.8,39:05.4,Google Snippets,Augmentation with max. window size 2,0.086186148,24,463,0.82840669,77.51937985
25:41.3,39:09.6,Google Snippets,Augmentation with max. window size 3,0.055517328,19,383,0.696749796,86.74698795
09:50.0,39:18.4,Google Snippets,Augmentation with max. window size 3,0.102372909,24,438,0.666100686,83.66013072
25:49.8,39:24.3,Google Snippets,Augmentation with max. window size 2,0.070581074,27,317,0.88490411,76.41509434
16:49.7,39:24.4,Google Snippets,No Augmentation,0.552841969,24,221,0.397521392,90.036452
25:25.7,39:26.4,Google Snippets,Augmentation with max. window size 3,0.055517328,12,404,0.899782627,75.90361446
03:17.2,39:29.4,Google Snippets,Augmentation with max. window size 2,0.30980392,7,191,0.697567867,81.56182213
02:23.5,39:33.7,Google Snippets,Augmentation with max. window size 2,0.236572006,27,255,0.634472846,84.65909091
00:26.7,39:34.8,Google Snippets,No Augmentation,0.236572006,17,257,0.678882135,84.65909091
01:17.3,40:04.2,Google Snippets,No Augmentation,0.236572006,3,248,0.531377071,86.64772727
26:58.2,40:06.9,Google Snippets,No Augmentation,0.055517328,6,376,1.128536797,61.44578313
17:06.1,40:16.1,Google Snippets,No Augmentation,0.657577319,6,187,0.487859973,87.62781186
17:21.9,40:32.4,Google Snippets,Augmentation with max. window size 2,0.552841969,20,206,0.53711665,86.99878493
59:00.0,40:34.2,Google Snippets,No Augmentation,0.13667714,6,465,0.788501525,76.96078431
09:34.4,40:39.8,Google Snippets,No Augmentation,0.15490196,4,304,0.616670832,83.98268398
23:15.6,40:43.4,Google Snippets,Augmentation with max. window size 2,0.070581074,13,421,0.939109087,74.52830189
57:10.8,40:44.8,Google Snippets,Augmentation with max. window size 2,0.259637311,11,268,0.559544296,85.7881137
27:15.4,40:45.0,Google Snippets,Augmentation with max. window size 2,0.070581074,20,323,1.091759519,70.75471698
17:06.1,40:54.0,Google Snippets,No Augmentation,0.795880017,23,163,0.430096791,88.26521739
26:19.3,41:03.2,Google Snippets,No Augmentation,0.055517328,20,424,0.881360276,77.10843373
24:48.8,41:28.5,Google Snippets,Augmentation with max. window size 2,0.070581074,0,392,0.95735473,75.47169811
57:05.3,41:38.1,Google Snippets,No Augmentation,0.13667714,13,468,0.599329919,83.82352941
31:10.2,41:46.4,Google Snippets,Augmentation with max. window size 3,0.055517328,6,300,0.898564669,73.4939759
16:49.7,41:50.5,Google Snippets,No Augmentation,0.508638306,19,196,0.459752361,87.84676354
15:52.7,42:04.6,Google Snippets,Augmentation with max. window size 3,0.15490196,4,254,0.773080064,83.98268398
59:33.9,42:06.8,Google Snippets,No Augmentation,0.259637311,1,254,0.728535319,82.17054264
17:21.9,42:06.8,Google Snippets,Augmentation with max. window size 2,0.602059991,18,193,0.462431751,86.94196429
02:01.3,42:09.5,Google Snippets,No Augmentation,0.173925197,2,335,0.564454851,84.55598456
01:09.4,42:30.5,Google Snippets,Augmentation with max. window size 3,0.13667714,12,455,0.593101085,83.82352941
29:23.6,42:34.2,Google Snippets,Augmentation with max. window size 3,0.055517328,27,387,0.777293055,81.92771084
17:44.8,42:40.7,Google Snippets,No Augmentation,0.086186148,0,421,0.796086099,76.74418605
17:10.2,42:44.9,Google Snippets,Augmentation with max. window size 2,0.508638306,1,232,0.508322792,86.92206077
25:25.0,42:53.4,Google Snippets,Augmentation with max. window size 3,0.070581074,23,392,0.686735668,82.0754717
06:55.5,42:53.5,Google Snippets,Augmentation with max. window size 2,0.102372909,28,533,0.961757015,75.16339869
16:49.7,42:56.1,Google Snippets,No Augmentation,0.602059991,29,176,0.419114397,89.50892857
16:18.7,42:56.9,Google Snippets,Augmentation with max. window size 2,0.119186408,19,336,0.860933135,78.65168539
17:22.3,42:57.8,Google Snippets,Augmentation with max. window size 2,1,22,135,0.432788868,88.18449692
16:18.6,43:01.9,Google Snippets,Augmentation with max. window size 2,0.13667714,2,302,0.922741215,79.41176471
17:21.9,43:03.1,Google Snippets,Augmentation with max. window size 2,0.721246399,7,163,0.537305952,84.83082192
16:12.5,43:03.5,Google Snippets,No Augmentation,0.055517328,24,390,0.785229581,83.13253012
20:16.5,43:13.5,Google Snippets,No Augmentation,0.086186148,21,399,0.807658343,81.39534884
03:17.0,43:25.7,Google Snippets,Augmentation with max. window size 2,0.259637311,18,238,0.666103862,83.20413437
17:22.3,43:29.2,Google Snippets,Augmentation with max. window size 2,1,1,137,0.382681876,89.6798768
24:40.6,43:29.5,Google Snippets,Augmentation with max. window size 2,0.070581074,6,451,0.639378573,84.90566038
59:54.9,43:38.1,Google Snippets,Augmentation with max. window size 3,0.283996656,19,240,0.632202307,84.63356974
17:03.4,43:51.1,Google Snippets,No Augmentation,1,19,145,0.357019834,89.81386037
21:43.1,44:04.2,Google Snippets,Augmentation with max. window size 3,0.15490196,11,216,0.718037703,83.98268398
33:11.0,44:13.7,Google Snippets,Augmentation with max. window size 2,0.055517328,17,333,0.718367191,86.74698795
02:01.7,44:31.6,Google Snippets,Augmentation with max. window size 3,0.259637311,21,246,0.681232992,82.17054264
00:36.2,44:34.4,Google Snippets,Augmentation with max. window size 3,0.236572006,16,284,0.732606776,80.96590909
21:08.6,44:35.2,Google Snippets,Augmentation with max. window size 2,0.086186148,10,461,0.786612886,79.06976744
57:40.0,44:39.4,Google Snippets,No Augmentation,0.236572006,24,300,0.626730544,83.80681818
17:03.4,44:42.6,Google Snippets,No Augmentation,0.886056648,28,159,0.362288242,90.84025157
22:26.9,44:49.7,Google Snippets,Augmentation with max. window size 2,0.086186148,3,432,0.757062648,81.39534884
29:32.0,44:50.4,Google Snippets,Augmentation with max. window size 2,0.055517328,10,471,1.079121632,73.4939759
05:37.7,44:51.3,Google Snippets,No Augmentation,0.337242168,2,183,0.595888921,83.06772908
59:04.0,44:52.2,Google Snippets,No Augmentation,0.259637311,8,284,0.562121916,85.52971576
06:21.8,45:00.7,Google Snippets,Augmentation with max. window size 3,0.214670165,25,275,0.614394803,83.125
16:49.7,45:12.3,Google Snippets,No Augmentation,0.508638306,26,268,0.503463705,87.58256275
17:21.1,45:14.1,Google Snippets,Augmentation with max. window size 2,0.102372909,7,458,0.808312662,81.69934641
17:03.4,45:19.2,Google Snippets,No Augmentation,1,5,143,0.442132321,88.85318275
04:15.1,45:23.1,Google Snippets,Augmentation with max. window size 3,0.337242168,1,185,0.591808335,84.26294821
26:36.6,45:30.3,Google Snippets,Augmentation with max. window size 3,0.086186148,20,348,0.859344443,79.06976744
59:18.2,45:47.6,Google Snippets,Augmentation with max. window size 2,0.337242168,5,216,0.656165823,83.86454183
17:21.9,45:48.1,Google Snippets,Augmentation with max. window size 2,0.657577319,23,188,0.520268097,86.50306748
14:32.1,45:53.3,Google Snippets,Augmentation with max. window size 3,0.173925197,9,275,0.725877341,81.46718147
16:19.6,46:04.1,Google Snippets,Augmentation with max. window size 2,0.173925197,27,271,0.573561204,86.48648649
17:06.1,46:21.4,Google Snippets,No Augmentation,0.721246399,18,188,0.523005304,86.50068493
13:56.4,46:38.6,Google Snippets,Augmentation with max. window size 3,0.193820026,0,257,0.649223746,81.31487889
33:59.7,46:38.9,Google Snippets,Augmentation with max. window size 3,0.070581074,16,286,0.939943078,79.24528302
13:43.2,46:42.7,Google Snippets,No Augmentation,0.102372909,11,465,0.894378642,77.77777778
29:23.6,47:07.6,Google Snippets,Augmentation with max. window size 3,0.070581074,3,403,0.84064348,78.30188679
35:15.3,47:21.1,Google Snippets,No Augmentation,0.055517328,13,352,0.971863674,74.69879518
16:49.7,47:22.7,Google Snippets,No Augmentation,0.602059991,15,165,0.509178956,87.27678571
23:09.9,47:28.7,Google Snippets,Augmentation with max. window size 2,0.102372909,1,396,0.664058687,84.96732026
59:42.4,47:44.9,Google Snippets,Augmentation with max. window size 3,0.283996656,12,254,0.668868473,82.26950355
19:49.4,47:47.9,Google Snippets,Augmentation with max. window size 3,0.086186148,6,517,0.801056083,79.06976744
17:21.9,47:51.4,Google Snippets,Augmentation with max. window size 2,0.886056648,3,140,0.429976041,88.68962264
17:06.1,48:04.3,Google Snippets,No Augmentation,0.795880017,9,171,0.342052144,90.74565217
17:25.1,48:06.3,Google Snippets,Augmentation with max. window size 3,0.508638306,25,243,0.457234494,85.8652576
22:40.2,48:13.5,Google Snippets,Augmentation with max. window size 3,0.102372909,3,400,1.028596982,71.89542484
06:43.4,48:14.9,Google Snippets,Augmentation with max. window size 2,0.30980392,21,218,0.670990906,81.77874187
16:52.3,48:26.4,Google Snippets,No Augmentation,0.119186408,2,385,0.710599268,85.95505618
23:05.3,48:35.1,Google Snippets,Augmentation with max. window size 2,0.15490196,1,254,0.691043001,81.38528139
09:10.9,48:38.8,Google Snippets,No Augmentation,0.30980392,11,207,0.623372836,82.21258134
21:50.1,48:55.9,Google Snippets,Augmentation with max. window size 3,0.173925197,23,237,0.604241313,83.3976834
22:00.8,49:08.6,Google Snippets,Augmentation with max. window size 2,0.119186408,26,343,0.759633874,80.8988764
14:40.1,49:14.2,Google Snippets,No Augmentation,0.070581074,15,396,0.800187235,84.90566038
24:44.6,49:21.1,Google Snippets,Augmentation with max. window size 3,0.086186148,13,452,0.863864785,75.19379845
05:14.1,50:13.4,Google Snippets,Augmentation with max. window size 2,0.30980392,14,225,0.616190758,84.164859
11:30.8,50:15.4,Google Snippets,Augmentation with max. window size 3,0.13667714,5,441,0.695330079,83.82352941
17:23.9,50:16.5,Google Snippets,Augmentation with max. window size 2,0.173925197,13,298,0.721491216,81.08108108
21:42.3,50:23.5,Google Snippets,Augmentation with max. window size 3,0.173925197,16,250,0.674624683,83.78378378
02:16.5,50:25.8,Google Snippets,Augmentation with max. window size 2,0.30980392,28,255,0.503457091,85.90021692
21:09.3,50:40.9,Google Snippets,No Augmentation,0.102372909,4,418,0.750490102,81.04575163
21:23.1,50:56.6,Google Snippets,Augmentation with max. window size 3,0.119186408,8,385,0.84792521,78.08988764
01:17.0,51:00.6,Google Snippets,No Augmentation,0.30980392,18,263,0.464845745,87.20173536
21:22.3,51:01.1,Google Snippets,Augmentation with max. window size 3,0.119186408,15,378,0.711971157,82.58426966
39:00.2,51:01.4,Google Snippets,No Augmentation,0.026872146,11,417,1.374736335,51.2195122
25:34.0,51:09.7,Google Snippets,No Augmentation,0.070581074,1,291,0.79010599,75.47169811
39:09.7,51:25.6,Google Snippets,Augmentation with max. window size 3,0.055517328,20,354,0.763994628,80.72289157
18:58.4,51:25.6,Google Snippets,Augmentation with max. window size 2,0.15490196,29,325,0.817932729,80.95238095
06:41.6,51:39.3,Google Snippets,Augmentation with max. window size 3,0.259637311,28,261,0.788961743,80.36175711
01:01.8,51:42.1,Google Snippets,Augmentation with max. window size 3,0.337242168,8,230,0.59997141,83.66533865
17:19.8,51:55.3,Google Snippets,No Augmentation,0.102372909,18,514,0.856761833,82.35294118
34:58.5,51:59.9,Google Snippets,Augmentation with max. window size 3,0.070581074,9,396,0.860403001,72.64150943
16:49.7,52:04.5,Google Snippets,No Augmentation,0.602059991,1,186,0.436661019,88.05803571
29:55.1,52:10.1,Google Snippets,Augmentation with max. window size 3,0.086186148,0,413,0.787007526,78.29457364
07:57.2,52:16.7,Google Snippets,No Augmentation,0.337242168,16,208,0.530366222,87.4501992
59:22.5,52:29.2,Google Snippets,Augmentation with max. window size 3,0.30980392,17,260,0.4515231,88.5032538
17:06.1,52:44.4,Google Snippets,No Augmentation,0.886056648,7,162,0.415634514,88.55408805
40:06.9,52:46.8,Google Snippets,No Augmentation,0.055517328,7,371,0.900880882,73.4939759
17:21.9,53:24.6,Google Snippets,Augmentation with max. window size 2,0.795880017,12,177,0.476669595,86.58478261
20:09.4,53:27.5,Google Snippets,Augmentation with max. window size 2,0.173925197,20,301,0.698983086,81.46718147
03:25.1,53:37.5,Google Snippets,Augmentation with max. window size 2,0.283996656,9,285,0.683903727,84.1607565
06:29.0,53:38.8,Google Snippets,Augmentation with max. window size 3,0.337242168,15,199,0.502277707,86.85258964
59:54.6,53:42.3,Google Snippets,Augmentation with max. window size 3,0.259637311,0,325,0.589425611,86.04651163
02:50.7,53:48.2,Google Snippets,No Augmentation,0.283996656,13,289,0.560910189,85.81560284
17:54.5,53:48.5,Google Snippets,Augmentation with max. window size 2,0.193820026,18,304,0.539101582,85.46712803
16:49.7,53:52.9,Google Snippets,No Augmentation,0.552841969,17,209,0.505836843,85.90522479
08:44.6,54:01.1,Google Snippets,No Augmentation,0.283996656,27,259,0.587835447,85.10638298
34:20.4,54:09.6,Google Snippets,No Augmentation,0.086186148,7,350,0.844455044,79.84496124
21:31.0,54:17.6,Google Snippets,No Augmentation,0.102372909,25,465,0.905393981,77.12418301
32:20.6,54:18.7,Google Snippets,Augmentation with max. window size 3,0.086186148,27,417,0.860605657,75.19379845
17:03.4,54:23.2,Google Snippets,No Augmentation,1,26,161,0.377191004,90.5298768
41:03.4,54:30.3,Google Snippets,No Augmentation,0.055517328,21,395,0.78633165,81.92771084
17:06.1,54:36.0,Google Snippets,No Augmentation,0.886056648,0,171,0.471199157,87.93899371
21:36.0,54:39.1,Google Snippets,Augmentation with max. window size 2,0.119186408,12,419,0.753277021,82.58426966
23:27.8,54:40.9,Google Snippets,No Augmentation,0.173925197,24,271,0.771496237,79.92277992
20:58.0,54:48.0,Google Snippets,Augmentation with max. window size 3,0.15490196,18,329,0.885592764,76.62337662
12:49.7,54:51.1,Google Snippets,No Augmentation,0.30980392,25,212,0.592091955,84.59869848
07:59.8,54:54.3,Google Snippets,Augmentation with max. window size 3,0.283996656,5,257,0.502902021,87.47044917
39:26.5,54:55.5,Google Snippets,Augmentation with max. window size 3,0.055517328,13,450,0.802700053,80.72289157
25:04.3,54:58.6,Google Snippets,No Augmentation,0.119186408,16,365,0.828504357,79.21348315
00:16.4,55:21.3,Google Snippets,Augmentation with max. window size 3,0.236572006,2,366,0.649318318,84.375
39:24.3,55:27.4,Google Snippets,Augmentation with max. window size 2,0.070581074,28,390,0.806359993,77.35849057
05:35.3,55:33.8,Google Snippets,Augmentation with max. window size 2,0.13667714,16,554,0.830401599,77.94117647
35:00.4,55:34.0,Google Snippets,No Augmentation,0.070581074,24,442,0.696660825,81.13207547
05:25.3,55:45.5,Google Snippets,Augmentation with max. window size 3,0.337242168,29,213,0.574038695,84.86055777
40:43.4,55:46.6,Google Snippets,Augmentation with max. window size 2,0.070581074,14,368,0.793101747,82.0754717
27:17.5,55:58.8,Google Snippets,Augmentation with max. window size 3,0.193820026,14,227,0.713811609,80.96885813
21:52.2,56:01.2,Google Snippets,Augmentation with max. window size 2,0.15490196,8,333,0.88106061,77.05627706
17:46.3,56:03.1,Google Snippets,Augmentation with max. window size 2,0.193820026,25,313,0.732710867,80.96885813
17:06.1,56:04.5,Google Snippets,No Augmentation,0.721246399,25,208,0.439411422,89.10547945
10:27.1,56:19.0,Google Snippets,No Augmentation,0.259637311,22,285,0.595134027,84.75452196
25:42.7,56:31.2,Google Snippets,Augmentation with max. window size 3,0.119186408,29,387,0.857161159,76.96629213
43:29.5,56:35.0,Google Snippets,Augmentation with max. window size 2,0.070581074,7,321,0.979658219,72.64150943
32:08.3,56:51.5,Google Snippets,No Augmentation,0.086186148,14,422,0.883353113,80.62015504
11:10.6,56:58.1,Google Snippets,No Augmentation,0.30980392,4,232,0.554535687,85.2494577
23:12.5,57:08.4,Google Snippets,No Augmentation,0.119186408,9,414,0.715548657,81.46067416
17:21.9,57:10.0,Google Snippets,Augmentation with max. window size 2,0.795880017,19,174,0.488055909,88.00652174
21:34.1,57:24.1,Google Snippets,No Augmentation,0.13667714,0,380,0.843548189,78.43137255
21:38.7,57:24.6,Google Snippets,No Augmentation,0.193820026,1,282,0.659969187,77.85467128
01:05.7,57:27.9,Google Snippets,Augmentation with max. window size 3,0.30980392,10,274,0.561303603,83.73101952
06:39.3,57:44.0,Google Snippets,Augmentation with max. window size 2,0.30980392,0,260,0.666474305,82.64642082
25:15.8,58:08.6,Google Snippets,Augmentation with max. window size 3,0.119186408,22,429,0.659947041,81.46067416
41:28.7,58:13.8,Google Snippets,Augmentation with max. window size 2,0.070581074,1,407,0.959422144,77.35849057
17:22.3,58:23.3,Google Snippets,Augmentation with max. window size 2,0.886056648,24,182,0.436307778,89.09685535
17:22.3,58:30.8,Google Snippets,Augmentation with max. window size 2,1,15,160,0.45464203,88.56119097
24:44.6,58:36.6,Google Snippets,Augmentation with max. window size 2,0.193820026,4,275,0.822260865,79.23875433
10:41.6,58:36.9,Google Snippets,Augmentation with max. window size 3,0.366531544,20,186,0.647843903,83.85321101
35:19.6,58:39.8,Google Snippets,No Augmentation,0.086186148,28,392,0.740663257,80.62015504
17:21.9,58:48.3,Google Snippets,Augmentation with max. window size 2,0.721246399,28,206,0.561063756,85.44589041
26:04.7,58:50.2,Google Snippets,No Augmentation,0.193820026,15,256,0.580923077,84.42906574
17:21.9,59:00.8,Google Snippets,Augmentation with max. window size 2,0.657577319,16,215,0.460827612,88.85480573
12:56.9,59:02.5,Google Snippets,No Augmentation,0.337242168,9,223,0.51661249,85.65737052
17:22.3,59:16.4,Google Snippets,Augmentation with max. window size 2,1,29,165,0.426748819,88.83716632
22:03.8,59:21.1,Google Snippets,Augmentation with max. window size 2,0.214670165,9,276,0.620527046,85.9375
25:25.7,59:21.1,Google Snippets,Augmentation with max. window size 2,0.119186408,5,430,0.810948092,80.8988764
25:49.8,59:30.9,Google Snippets,Augmentation with max. window size 2,0.15490196,15,328,0.637617087,83.11688312
39:05.4,59:33.8,Google Snippets,Augmentation with max. window size 2,0.086186148,25,405,0.876385292,76.74418605
13:02.5,59:47.9,Google Snippets,No Augmentation,0.366531544,7,197,0.552629242,83.85321101
23:05.4,59:49.2,Google Snippets,No Augmentation,0.15490196,26,342,0.85816598,80.08658009
07:32.3,00:06.6,Google Snippets,No Augmentation,0.366531544,0,219,0.506915209,86.23853211
22:56.2,00:09.9,Google Snippets,Augmentation with max. window size 3,0.119186408,1,475,0.720998383,79.21348315
11:01.4,00:22.1,Google Snippets,Augmentation with max. window size 3,0.259637311,7,287,0.664004698,83.20413437
31:17.7,00:31.7,Google Snippets,No Augmentation,0.070581074,8,333,0.787763022,83.96226415
37:23.3,00:33.5,Google Snippets,Augmentation with max. window size 2,0.086186148,18,479,0.951337059,75.96899225
08:36.5,00:44.4,Google Snippets,Augmentation with max. window size 2,0.283996656,23,287,0.706041021,80.37825059
37:14.3,00:45.1,Google Snippets,Augmentation with max. window size 3,0.102372909,11,358,0.821253052,78.43137255
47:21.5,00:54.8,Google Snippets,No Augmentation,0.055517328,14,412,0.832566092,78.31325301
17:06.1,00:55.6,Google Snippets,No Augmentation,0.721246399,11,220,0.532032653,88.22054795
24:23.1,01:10.9,Google Snippets,No Augmentation,0.15490196,12,343,0.65109781,80.95238095
59:16.4,01:15.1,Google Snippets,Augmentation with max. window size 3,0.013228266,0,218,1.156163423,65
10:50.5,01:35.7,Google Snippets,Augmentation with max. window size 2,0.283996656,16,278,0.57656406,84.86997636
30:04.1,01:37.4,Google Snippets,Augmentation with max. window size 3,0.214670165,12,223,0.635873485,83.4375
44:35.2,01:38.1,Google Snippets,Augmentation with max. window size 2,0.086186148,11,338,1.036062503,75.19379845
17:03.4,01:40.8,Google Snippets,No Augmentation,1,12,171,0.376151103,90.69589322
03:14.0,01:41.5,Google Snippets,No Augmentation,0.283996656,6,320,0.550766868,84.39716312
37:16.5,01:49.0,Google Snippets,Augmentation with max. window size 2,0.102372909,15,372,0.663825511,84.96732026
10:03.3,02:11.9,Google Snippets,No Augmentation,0.236572006,10,343,0.68309078,81.53409091
07:17.5,02:19.1,Google Snippets,No Augmentation,0.259637311,15,329,0.573962613,87.08010336
07:43.8,02:21.5,Google Snippets,Augmentation with max. window size 3,0.397940009,25,196,0.553488769,85.47297297
17:21.9,02:26.4,Google Snippets,Augmentation with max. window size 2,0.721246399,14,202,0.54391175,86.13082192
40:45.0,02:54.5,Google Snippets,Augmentation with max. window size 2,0.070581074,21,552,0.85928918,77.35849057
07:42.8,02:58.1,Google Snippets,Augmentation with max. window size 3,0.30980392,24,272,0.675480622,81.77874187
31:36.0,03:06.4,Google Snippets,No Augmentation,0.193820026,29,248,0.706218246,79.23875433
09:14.5,03:07.7,Google Snippets,Augmentation with max. window size 2,0.337242168,19,240,0.559136081,86.85258964
28:01.1,03:14.6,Google Snippets,Augmentation with max. window size 2,0.193820026,11,292,0.804508529,78.89273356
01:15.1,03:20.6,Google Snippets,Augmentation with max. window size 3,0.013228266,1,239,1.292154269,60
31:00.6,03:23.8,Google Snippets,No Augmentation,0.193820026,22,262,0.60195406,85.46712803
39:18.4,03:25.4,Google Snippets,Augmentation with max. window size 3,0.102372909,25,366,0.706976979,83.00653595
47:07.7,03:48.3,Google Snippets,Augmentation with max. window size 3,0.070581074,4,386,0.723855685,83.01886792
26:55.9,03:50.0,Google Snippets,No Augmentation,0.173925197,10,322,0.799499683,81.46718147
