Start time,End time,Dataset,Augmentation technique,Dataset Reduction (r),Experiment #,Training Epochs,Test loss,Test accuracy
33:23.8,36:06.6,Tag My News (Titles Only),Augmentation with max. window size 2,0.214670165,17,228,1.024839759,66.99507236
36:06.6,39:25.4,Tag My News (Titles Only),Augmentation with max. window size 2,0.236572006,17,216,0.818330646,73.37807417
39:25.4,42:03.0,Tag My News (Titles Only),Augmentation with max. window size 2,0.259637311,17,168,0.909874797,70.40816545
42:03.0,45:26.4,Tag My News (Titles Only),Augmentation with max. window size 2,0.283996656,17,208,0.83549422,73.50746393
45:26.4,48:59.2,Tag My News (Titles Only),Augmentation with max. window size 2,0.30980392,17,206,0.962479651,67.3504293
48:59.2,52:10.1,Tag My News (Titles Only),Augmentation with max. window size 2,0.337242168,17,172,0.954029679,68.28885674
52:10.1,56:04.6,Tag My News (Titles Only),Augmentation with max. window size 2,0.366531544,17,185,0.889012158,73.26589823
56:04.6,00:01.0,Tag My News (Titles Only),Augmentation with max. window size 2,0.397940009,17,177,0.895992458,73.36884141
00:01.0,04:08.4,Tag My News (Titles Only),Augmentation with max. window size 2,0.431798276,17,178,0.945543468,69.5705533
04:08.4,08:08.9,Tag My News (Titles Only),Augmentation with max. window size 2,0.468521083,17,148,0.860077381,72.62443304
08:08.9,12:54.0,Tag My News (Titles Only),Augmentation with max. window size 2,0.508638306,17,164,0.885997117,73.12499881
12:54.0,16:45.3,Tag My News (Titles Only),Augmentation with max. window size 2,0.552841969,17,122,0.950507015,68.65454614
16:45.3,21:26.1,Tag My News (Titles Only),Augmentation with max. window size 2,0.602059991,17,133,0.772999376,75.2676487
21:26.1,24:58.3,Tag My News (Titles Only),Augmentation with max. window size 2,0.657577319,17,110,0.885799348,72.48464823
24:58.3,29:09.0,Tag My News (Titles Only),Augmentation with max. window size 2,0.721246399,17,134,0.837841123,72.1880883
29:09.0,34:30.2,Tag My News (Titles Only),Augmentation with max. window size 2,0.795880017,17,146,0.770341307,75.99501908
34:30.2,39:38.1,Tag My News (Titles Only),Augmentation with max. window size 2,0.886056648,17,125,0.734636158,77.63809562
39:38.1,46:34.9,Tag My News (Titles Only),Augmentation with max. window size 2,1,17,141,0.735111892,76.58049464
46:34.9,46:56.0,Tag My News (Titles Only),Augmentation with max. window size 2,0.013228266,18,46,1.927752614,23.07692319
46:56.0,48:06.3,Tag My News (Titles Only),Augmentation with max. window size 2,0.026872146,18,280,1.332902551,58.82353187
48:06.3,49:57.7,Tag My News (Titles Only),Augmentation with max. window size 2,0.040958608,18,348,1.122777581,61.53846383
49:57.7,51:21.0,Tag My News (Titles Only),Augmentation with max. window size 2,0.055517328,18,275,1.163939238,63.80952597
51:21.0,53:21.5,Tag My News (Titles Only),Augmentation with max. window size 2,0.070581074,18,358,1.164579988,61.94030046
53:21.5,55:20.9,Tag My News (Titles Only),Augmentation with max. window size 2,0.086186148,18,298,1.204233408,60.73619723
55:20.9,57:35.6,Tag My News (Titles Only),Augmentation with max. window size 2,0.102372909,18,333,1.045280695,66.49484634
57:35.6,59:50.4,Tag My News (Titles Only),Augmentation with max. window size 2,0.119186408,18,235,1.129108429,63.11110854
59:50.4,01:51.3,Tag My News (Titles Only),Augmentation with max. window size 2,0.13667714,18,200,0.919915617,74.41860437
01:51.3,04:24.0,Tag My News (Titles Only),Augmentation with max. window size 2,0.15490196,18,243,1.001132369,66.89419746
04:24.0,07:17.4,Tag My News (Titles Only),Augmentation with max. window size 2,0.173925197,18,263,0.927920997,69.90881562
07:17.4,10:37.9,Tag My News (Titles Only),Augmentation with max. window size 2,0.193820026,18,272,0.978595734,68.57923269
10:37.9,13:38.1,Tag My News (Titles Only),Augmentation with max. window size 2,0.214670165,18,229,0.978638351,69.21182275
13:38.1,17:07.6,Tag My News (Titles Only),Augmentation with max. window size 2,0.236572006,18,228,1.04853332,66.66666865
17:07.6,20:18.6,Tag My News (Titles Only),Augmentation with max. window size 2,0.259637311,18,204,0.907368422,70.40816545
20:18.6,23:05.3,Tag My News (Titles Only),Augmentation with max. window size 2,0.283996656,18,172,1.024038672,70.70895433
23:05.3,26:19.3,Tag My News (Titles Only),Augmentation with max. window size 2,0.30980392,18,179,0.870812893,70.94017267
26:19.3,29:41.9,Tag My News (Titles Only),Augmentation with max. window size 2,0.337242168,18,187,0.839059234,71.7425406
29:41.9,33:14.4,Tag My News (Titles Only),Augmentation with max. window size 2,0.366531544,18,163,0.969048321,73.84393215
33:14.4,37:05.7,Tag My News (Titles Only),Augmentation with max. window size 2,0.397940009,18,163,0.915557444,70.83888054
37:05.7,40:23.5,Tag My News (Titles Only),Augmentation with max. window size 2,0.431798276,18,144,0.749770105,76.93251371
40:23.5,45:04.5,Tag My News (Titles Only),Augmentation with max. window size 2,0.468521083,18,171,0.84063977,74.20814633
45:04.5,48:38.4,Tag My News (Titles Only),Augmentation with max. window size 2,0.508638306,18,119,0.885307193,70.83333135
48:38.4,52:54.1,Tag My News (Titles Only),Augmentation with max. window size 2,0.552841969,18,185,0.695687085,77.42272913
52:54.1,57:21.9,Tag My News (Titles Only),Augmentation with max. window size 2,0.602059991,18,161,0.871546149,74.34999943
57:21.9,01:36.6,Tag My News (Titles Only),Augmentation with max. window size 2,0.657577319,18,145,0.76324892,75.86680651
01:36.6,05:46.7,Tag My News (Titles Only),Augmentation with max. window size 2,0.721246399,18,116,0.773890823,76.78462863
05:46.7,11:18.8,Tag My News (Titles Only),Augmentation with max. window size 2,0.795880017,18,135,0.782007813,76.39701366
11:18.8,16:04.5,Tag My News (Titles Only),Augmentation with max. window size 2,0.886056648,18,104,0.754369229,76.39999986
16:04.5,21:53.8,Tag My News (Titles Only),Augmentation with max. window size 2,1,18,122,0.765250653,75.6986469
21:53.8,22:20.1,Tag My News (Titles Only),Augmentation with max. window size 2,0.013228266,19,67,1.900788426,26.9230783
22:20.1,23:33.5,Tag My News (Titles Only),Augmentation with max. window size 2,0.026872146,19,292,1.060007691,72.54902124
23:33.5,24:55.5,Tag My News (Titles Only),Augmentation with max. window size 2,0.040958608,19,244,1.129944801,58.97436142
24:55.5,25:15.7,Tag My News (Titles Only),Augmentation with max. window size 2,0.055517328,19,45,1.853448391,23.80952388
25:15.7,27:13.1,Tag My News (Titles Only),Augmentation with max. window size 2,0.070581074,19,297,1.197445989,61.94030046
27:13.1,29:08.8,Tag My News (Titles Only),Augmentation with max. window size 2,0.086186148,19,300,1.143853426,59.50919986
29:08.8,31:13.3,Tag My News (Titles Only),Augmentation with max. window size 2,0.102372909,19,283,1.204114437,62.37113476
31:13.3,34:07.1,Tag My News (Titles Only),Augmentation with max. window size 2,0.119186408,19,283,1.173820615,62.22222447
34:07.1,36:38.9,Tag My News (Titles Only),Augmentation with max. window size 2,0.13667714,19,245,0.971076548,69.76743937
36:38.9,38:58.9,Tag My News (Titles Only),Augmentation with max. window size 2,0.15490196,19,210,0.927214622,76.79181099
38:58.9,41:36.9,Tag My News (Titles Only),Augmentation with max. window size 2,0.173925197,19,238,1.133174777,62.91793585
41:36.9,44:04.4,Tag My News (Titles Only),Augmentation with max. window size 2,0.193820026,19,206,0.961955011,70.76502442
44:04.4,46:56.9,Tag My News (Titles Only),Augmentation with max. window size 2,0.214670165,19,236,0.980361462,71.18226886
46:56.9,50:18.3,Tag My News (Titles Only),Augmentation with max. window size 2,0.236572006,19,223,0.87527132,73.37807417
50:18.3,53:08.7,Tag My News (Titles Only),Augmentation with max. window size 2,0.259637311,19,181,0.966104686,70.40816545
53:08.7,56:23.6,Tag My News (Titles Only),Augmentation with max. window size 2,0.283996656,19,186,0.874210477,73.88059497
56:23.6,59:47.3,Tag My News (Titles Only),Augmentation with max. window size 2,0.30980392,19,192,0.923395157,69.0598309
59:47.3,03:12.1,Tag My News (Titles Only),Augmentation with max. window size 2,0.337242168,19,188,0.837207913,73.46938849
03:12.1,06:38.9,Tag My News (Titles Only),Augmentation with max. window size 2,0.366531544,19,151,0.833087981,73.55491519
06:38.9,09:59.7,Tag My News (Titles Only),Augmentation with max. window size 2,0.397940009,19,143,0.891890705,71.10519409
09:59.7,13:54.7,Tag My News (Titles Only),Augmentation with max. window size 2,0.431798276,19,174,0.886282682,72.26994038
13:54.7,16:59.6,Tag My News (Titles Only),Augmentation with max. window size 2,0.468521083,19,146,0.86850363,73.41628671
16:59.6,20:43.2,Tag My News (Titles Only),Augmentation with max. window size 2,0.508638306,19,165,0.847843111,73.95833135
20:43.2,24:27.0,Tag My News (Titles Only),Augmentation with max. window size 2,0.552841969,19,145,0.957104236,73.17727208
24:27.0,29:04.8,Tag My News (Titles Only),Augmentation with max. window size 2,0.602059991,19,159,0.79362607,75.87058842
29:04.8,33:46.0,Tag My News (Titles Only),Augmentation with max. window size 2,0.657577319,19,149,0.787657887,74.88174438
33:46.0,38:13.5,Tag My News (Titles Only),Augmentation with max. window size 2,0.721246399,19,123,0.841443509,73.60706329
38:13.5,45:27.5,Tag My News (Titles Only),Augmentation with max. window size 2,0.795880017,19,173,0.778649122,76.59462094
45:27.5,50:42.1,Tag My News (Titles Only),Augmentation with max. window size 2,0.886056648,19,120,0.735570639,76.2488097
50:42.1,55:57.3,Tag My News (Titles Only),Augmentation with max. window size 2,1,19,106,0.768416286,75.29036105
55:57.3,56:36.1,Tag My News (Titles Only),Augmentation with max. window size 3,0.013228266,0,138,1.493904352,46.15384638
56:36.1,58:12.3,Tag My News (Titles Only),Augmentation with max. window size 3,0.026872146,0,307,1.087858915,64.70588446
58:12.3,59:25.4,Tag My News (Titles Only),Augmentation with max. window size 3,0.040958608,0,265,1.192736745,57.69230723
59:25.4,01:04.0,Tag My News (Titles Only),Augmentation with max. window size 3,0.055517328,0,293,1.276454926,56.1904788
01:04.0,03:27.3,Tag My News (Titles Only),Augmentation with max. window size 3,0.070581074,0,349,1.023568749,66.41790867
03:27.3,05:25.0,Tag My News (Titles Only),Augmentation with max. window size 3,0.086186148,0,267,1.21647656,57.05521703
05:25.0,07:22.8,Tag My News (Titles Only),Augmentation with max. window size 3,0.102372909,0,296,1.009167671,69.07216311
07:22.8,09:49.1,Tag My News (Titles Only),Augmentation with max. window size 3,0.119186408,0,235,1.31433785,55.5555582
09:49.1,12:11.1,Tag My News (Titles Only),Augmentation with max. window size 3,0.13667714,0,220,1.080357194,63.95348907
12:11.1,14:39.2,Tag My News (Titles Only),Augmentation with max. window size 3,0.15490196,0,239,0.974224091,69.62457299
14:39.2,17:16.7,Tag My News (Titles Only),Augmentation with max. window size 3,0.173925197,0,238,1.09216845,62.91793585
17:16.7,20:31.1,Tag My News (Titles Only),Augmentation with max. window size 3,0.193820026,0,265,0.911805868,71.85792327
20:31.1,23:22.8,Tag My News (Titles Only),Augmentation with max. window size 3,0.214670165,0,237,1.043118,68.7192142
23:22.8,26:47.3,Tag My News (Titles Only),Augmentation with max. window size 3,0.236572006,0,207,1.02239871,67.11409688
26:47.3,29:39.1,Tag My News (Titles Only),Augmentation with max. window size 3,0.259637311,0,180,0.890889466,72.04081416
29:39.1,33:10.0,Tag My News (Titles Only),Augmentation with max. window size 3,0.283996656,0,203,0.897009909,70.1492548
33:10.0,36:42.4,Tag My News (Titles Only),Augmentation with max. window size 3,0.30980392,0,192,0.92741847,69.0598309
36:42.4,39:47.0,Tag My News (Titles Only),Augmentation with max. window size 3,0.337242168,0,188,0.885983169,73.6263752
39:47.0,42:26.4,Tag My News (Titles Only),Augmentation with max. window size 3,0.366531544,0,151,0.836746991,75.57803392
42:26.4,45:30.7,Tag My News (Titles Only),Augmentation with max. window size 3,0.397940009,0,161,0.921773553,69.10785437
45:30.7,48:30.6,Tag My News (Titles Only),Augmentation with max. window size 3,0.431798276,0,146,0.934487939,70.67484856
48:30.6,52:31.4,Tag My News (Titles Only),Augmentation with max. window size 3,0.468521083,0,164,0.846978903,75.56561232
52:31.4,55:48.8,Tag My News (Titles Only),Augmentation with max. window size 3,0.508638306,0,130,0.920946181,68.02083254
55:48.8,59:17.6,Tag My News (Titles Only),Augmentation with max. window size 3,0.552841969,0,121,0.78300333,75.22272766
59:17.6,03:54.5,Tag My News (Titles Only),Augmentation with max. window size 3,0.602059991,0,143,0.911652058,70.84411979
03:54.5,08:17.7,Tag My News (Titles Only),Augmentation with max. window size 3,0.657577319,0,129,0.770516664,76.47655606
08:17.7,12:38.7,Tag My News (Titles Only),Augmentation with max. window size 3,0.721246399,0,118,0.852680713,73.01509678
12:38.7,18:28.5,Tag My News (Titles Only),Augmentation with max. window size 3,0.795880017,0,139,0.748758227,76.54542029
18:28.5,25:11.7,Tag My News (Titles Only),Augmentation with max. window size 3,0.886056648,0,153,0.766181231,76.84047818
25:11.7,30:20.5,Tag My News (Titles Only),Augmentation with max. window size 3,1,0,98,0.737543344,76.72699988
30:20.5,31:20.3,Tag My News (Titles Only),Augmentation with max. window size 3,0.013228266,1,269,1.308122516,57.69230723
31:20.3,32:59.7,Tag My News (Titles Only),Augmentation with max. window size 3,0.026872146,1,323,1.570350766,49.0196079
32:59.7,34:45.1,Tag My News (Titles Only),Augmentation with max. window size 3,0.040958608,1,310,1.09091711,62.82051206
34:45.1,36:45.8,Tag My News (Titles Only),Augmentation with max. window size 3,0.055517328,1,327,1.052150011,65.71428776
36:45.8,38:25.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.070581074,1,274,1.117454648,65.67164063
38:25.9,40:32.1,Tag My News (Titles Only),Augmentation with max. window size 3,0.086186148,1,314,1.065903544,68.09815764
40:32.1,43:36.7,Tag My News (Titles Only),Augmentation with max. window size 3,0.102372909,1,426,1.033570647,66.49484634
43:36.7,45:51.0,Tag My News (Titles Only),Augmentation with max. window size 3,0.119186408,1,227,0.978947401,67.55555272
45:51.0,48:28.4,Tag My News (Titles Only),Augmentation with max. window size 3,0.13667714,1,255,0.893512487,73.64341021
48:28.4,51:07.1,Tag My News (Titles Only),Augmentation with max. window size 3,0.15490196,1,223,1.004117727,69.96586919
51:07.1,53:29.3,Tag My News (Titles Only),Augmentation with max. window size 3,0.173925197,1,206,0.934816957,72.64437675
53:29.3,56:37.4,Tag My News (Titles Only),Augmentation with max. window size 3,0.193820026,1,253,0.978579164,70.21858096
56:37.4,59:30.6,Tag My News (Titles Only),Augmentation with max. window size 3,0.214670165,1,237,1.016121745,67.73399115
59:30.6,03:10.6,Tag My News (Titles Only),Augmentation with max. window size 3,0.236572006,1,222,1.024391174,68.90380383
03:10.6,05:09.5,Tag My News (Titles Only),Augmentation with max. window size 3,0.259637311,1,160,0.828240871,74.89795685
05:09.5,07:34.3,Tag My News (Titles Only),Augmentation with max. window size 3,0.283996656,1,172,0.927958786,68.47015023
07:34.3,09:53.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.30980392,1,157,0.945102453,67.00854898
09:53.9,12:55.8,Tag My News (Titles Only),Augmentation with max. window size 3,0.337242168,1,191,0.899503171,71.42857313
12:55.8,16:41.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.366531544,1,203,0.968241453,70.23121119
16:41.9,20:27.1,Tag My News (Titles Only),Augmentation with max. window size 3,0.397940009,1,179,0.882738531,72.56990671
20:27.1,23:59.6,Tag My News (Titles Only),Augmentation with max. window size 3,0.431798276,1,160,0.885950506,73.25153351
23:59.6,27:29.2,Tag My News (Titles Only),Augmentation with max. window size 3,0.468521083,1,137,0.941489041,71.04072571
27:29.2,31:16.4,Tag My News (Titles Only),Augmentation with max. window size 3,0.508638306,1,140,0.876274705,72.60416746
31:16.4,35:20.6,Tag My News (Titles Only),Augmentation with max. window size 3,0.552841969,1,142,0.774710596,77.83181965
35:20.6,39:16.1,Tag My News (Titles Only),Augmentation with max. window size 3,0.602059991,1,122,0.937568098,70.7764715
39:16.1,43:48.5,Tag My News (Titles Only),Augmentation with max. window size 3,0.657577319,1,136,0.779871136,74.57199395
43:48.5,49:58.0,Tag My News (Titles Only),Augmentation with max. window size 3,0.721246399,1,162,0.747502536,76.51565075
49:58.0,55:34.5,Tag My News (Titles Only),Augmentation with max. window size 3,0.795880017,1,128,0.811139822,75.79501867
55:34.5,01:36.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.886056648,1,132,0.801261455,75.37083328
01:36.9,09:06.9,Tag My News (Titles Only),Augmentation with max. window size 3,1,1,146,0.754558742,77.26426125
09:06.9,10:04.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.013228266,2,182,1.595727444,42.30769277
10:04.9,11:18.1,Tag My News (Titles Only),Augmentation with max. window size 3,0.026872146,2,239,1.311427236,58.82353187
11:18.1,13:07.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.040958608,2,313,1.271211267,62.82051206
13:07.9,14:50.7,Tag My News (Titles Only),Augmentation with max. window size 3,0.055517328,2,274,1.131572604,60.00000238
14:50.7,16:41.3,Tag My News (Titles Only),Augmentation with max. window size 3,0.070581074,2,272,1.173063159,68.65671873
16:41.3,18:52.2,Tag My News (Titles Only),Augmentation with max. window size 3,0.086186148,2,305,1.094012141,65.03067613
18:52.2,21:11.5,Tag My News (Titles Only),Augmentation with max. window size 3,0.102372909,2,340,1.114787102,61.85566783
21:11.5,23:44.1,Tag My News (Titles Only),Augmentation with max. window size 3,0.119186408,2,243,1.068990469,64.8888886
23:44.1,25:55.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.13667714,2,217,1.023671746,69.76743937
25:55.9,28:14.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.15490196,2,197,1.011326075,65.87030888
28:14.9,30:26.6,Tag My News (Titles Only),Augmentation with max. window size 3,0.173925197,2,175,0.979181468,70.51671743
30:26.6,32:17.8,Tag My News (Titles Only),Augmentation with max. window size 3,0.193820026,2,207,0.920173585,72.40437269
32:17.8,34:40.5,Tag My News (Titles Only),Augmentation with max. window size 3,0.214670165,2,232,0.863313556,74.63054061
34:40.5,37:08.8,Tag My News (Titles Only),Augmentation with max. window size 3,0.236572006,2,191,0.879001677,72.93064594
37:08.8,39:15.5,Tag My News (Titles Only),Augmentation with max. window size 3,0.259637311,2,154,0.83543092,75.10204315
39:15.5,42:08.5,Tag My News (Titles Only),Augmentation with max. window size 3,0.283996656,2,187,0.980606437,69.5895493
42:08.5,45:07.3,Tag My News (Titles Only),Augmentation with max. window size 3,0.30980392,2,187,0.914962769,70.25641203
45:07.3,47:59.0,Tag My News (Titles Only),Augmentation with max. window size 3,0.337242168,2,161,0.912787199,70.48665881
47:59.0,51:44.0,Tag My News (Titles Only),Augmentation with max. window size 3,0.366531544,2,190,0.919347405,72.39884138
51:44.0,55:22.3,Tag My News (Titles Only),Augmentation with max. window size 3,0.397940009,2,169,0.899576902,71.23835087
55:22.3,58:37.8,Tag My News (Titles Only),Augmentation with max. window size 3,0.431798276,2,151,0.866854608,72.76073694
58:37.8,01:50.4,Tag My News (Titles Only),Augmentation with max. window size 3,0.468521083,2,128,0.848678768,73.64253402
01:50.4,05:18.8,Tag My News (Titles Only),Augmentation with max. window size 3,0.508638306,2,133,0.836159289,73.75000119
05:18.8,09:15.3,Tag My News (Titles Only),Augmentation with max. window size 3,0.552841969,2,134,0.921417832,71.75454795
09:15.3,13:54.0,Tag My News (Titles Only),Augmentation with max. window size 3,0.602059991,2,145,0.823937476,75.01764596
13:54.0,17:51.5,Tag My News (Titles Only),Augmentation with max. window size 3,0.657577319,2,113,0.893677056,72.62946069
17:51.5,22:38.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.721246399,2,122,0.782293528,76.03462636
22:38.9,28:42.1,Tag My News (Titles Only),Augmentation with max. window size 3,0.795880017,2,142,0.822331548,74.95059669
28:42.1,35:07.3,Tag My News (Titles Only),Augmentation with max. window size 3,0.886056648,2,135,0.756150782,77.19047666
35:07.3,42:07.9,Tag My News (Titles Only),Augmentation with max. window size 3,1,2,136,0.762824714,77.40789354
42:07.9,43:21.4,Tag My News (Titles Only),Augmentation with max. window size 3,0.013228266,3,230,1.500000119,46.15384638
43:21.4,44:39.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.026872146,3,311,1.052131176,72.54902124
44:39.9,46:18.5,Tag My News (Titles Only),Augmentation with max. window size 3,0.040958608,3,270,1.273245573,61.53846383
46:18.5,48:00.2,Tag My News (Titles Only),Augmentation with max. window size 3,0.055517328,3,295,1.248734355,59.04762149
48:00.2,49:14.7,Tag My News (Titles Only),Augmentation with max. window size 3,0.070581074,3,275,1.087608457,64.9253726
49:14.7,51:15.3,Tag My News (Titles Only),Augmentation with max. window size 3,0.086186148,3,410,0.987642527,70.55214643
51:15.3,52:56.5,Tag My News (Titles Only),Augmentation with max. window size 3,0.102372909,3,293,0.983250558,69.58763003
52:56.5,54:51.3,Tag My News (Titles Only),Augmentation with max. window size 3,0.119186408,3,236,1.136873603,62.22222447
54:51.3,56:37.4,Tag My News (Titles Only),Augmentation with max. window size 3,0.13667714,3,201,1.072563648,63.56589198
56:37.4,58:43.6,Tag My News (Titles Only),Augmentation with max. window size 3,0.15490196,3,221,1.086201072,62.457335
58:43.6,00:35.1,Tag My News (Titles Only),Augmentation with max. window size 3,0.173925197,3,186,1.074416757,66.8693006
00:35.1,02:53.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.193820026,3,210,1.053099394,68.03278923
02:53.9,05:32.8,Tag My News (Titles Only),Augmentation with max. window size 3,0.214670165,3,228,0.968705177,69.21182275
05:32.8,08:28.5,Tag My News (Titles Only),Augmentation with max. window size 3,0.236572006,3,204,0.96268338,69.12751794
08:28.5,11:35.4,Tag My News (Titles Only),Augmentation with max. window size 3,0.259637311,3,198,1.011697292,71.22448683
11:35.4,14:55.7,Tag My News (Titles Only),Augmentation with max. window size 3,0.283996656,3,211,1.027106881,68.28358173
14:55.7,18:26.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.30980392,3,225,0.947713196,71.28205299
18:26.9,21:32.2,Tag My News (Titles Only),Augmentation with max. window size 3,0.337242168,3,182,0.884832501,73.31240177
21:32.2,25:15.2,Tag My News (Titles Only),Augmentation with max. window size 3,0.366531544,3,186,0.90242058,72.25433588
25:15.2,29:18.6,Tag My News (Titles Only),Augmentation with max. window size 3,0.397940009,3,193,0.828118801,74.96671081
29:18.6,32:48.7,Tag My News (Titles Only),Augmentation with max. window size 3,0.431798276,3,159,0.933218718,70.92024684
32:48.7,36:17.0,Tag My News (Titles Only),Augmentation with max. window size 3,0.468521083,3,132,0.857260883,74.20814633
36:17.0,39:59.8,Tag My News (Titles Only),Augmentation with max. window size 3,0.508638306,3,137,0.835276186,74.06250238
39:59.8,43:44.1,Tag My News (Titles Only),Augmentation with max. window size 3,0.552841969,3,125,0.743355304,76.65908933
43:44.1,48:40.2,Tag My News (Titles Only),Augmentation with max. window size 3,0.602059991,3,144,0.898587793,71.02352977
48:40.2,52:30.4,Tag My News (Titles Only),Augmentation with max. window size 3,0.657577319,3,106,0.80776301,72.69439995
52:30.4,58:33.6,Tag My News (Titles Only),Augmentation with max. window size 3,0.721246399,3,148,0.893251747,74.09958541
58:33.6,06:02.8,Tag My News (Titles Only),Augmentation with max. window size 3,0.795880017,3,166,0.780496299,77.14541852
06:02.8,11:27.8,Tag My News (Titles Only),Augmentation with max. window size 3,0.886056648,3,113,0.714548886,77.48928666
11:27.8,17:06.2,Tag My News (Titles Only),Augmentation with max. window size 3,1,3,127,0.765439391,76.08049512
17:06.2,18:19.8,Tag My News (Titles Only),Augmentation with max. window size 3,0.013228266,4,366,1.354078174,53.8461566
18:19.8,19:33.3,Tag My News (Titles Only),Augmentation with max. window size 3,0.026872146,4,286,1.206422448,54.90196347
19:33.3,20:32.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.040958608,4,205,1.105694532,64.10256624
20:32.9,21:50.4,Tag My News (Titles Only),Augmentation with max. window size 3,0.055517328,4,268,1.15252471,58.09524059
21:50.4,23:42.3,Tag My News (Titles Only),Augmentation with max. window size 3,0.070581074,4,351,1.158888221,66.41790867
23:42.3,25:54.3,Tag My News (Titles Only),Augmentation with max. window size 3,0.086186148,4,370,1.171023488,65.03067613
25:54.3,28:08.2,Tag My News (Titles Only),Augmentation with max. window size 3,0.102372909,4,377,1.053686142,65.97937942
28:08.2,29:59.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.119186408,4,210,1.014146209,68.00000072
29:59.9,32:22.2,Tag My News (Titles Only),Augmentation with max. window size 3,0.13667714,4,251,1.098044634,69.76743937
32:22.2,34:35.8,Tag My News (Titles Only),Augmentation with max. window size 3,0.15490196,4,209,1.12669909,64.84641433
34:35.8,37:22.2,Tag My News (Titles Only),Augmentation with max. window size 3,0.173925197,4,266,0.958194971,69.30091381
37:22.2,40:25.0,Tag My News (Titles Only),Augmentation with max. window size 3,0.193820026,4,289,0.88896513,72.67759442
40:25.0,42:55.1,Tag My News (Titles Only),Augmentation with max. window size 3,0.214670165,4,211,1.03572464,63.79310489
42:55.1,45:36.8,Tag My News (Titles Only),Augmentation with max. window size 3,0.236572006,4,178,0.890855134,70.69351077
45:36.8,48:11.5,Tag My News (Titles Only),Augmentation with max. window size 3,0.259637311,4,174,0.961418808,71.63265347
48:11.5,51:29.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.283996656,4,210,0.933058918,71.64179087
51:29.9,54:02.0,Tag My News (Titles Only),Augmentation with max. window size 3,0.30980392,4,153,0.983253539,67.86324978
54:02.0,57:19.0,Tag My News (Titles Only),Augmentation with max. window size 3,0.337242168,4,189,0.983174801,68.4458375
57:19.0,00:58.8,Tag My News (Titles Only),Augmentation with max. window size 3,0.366531544,4,176,0.869124949,73.12138677
00:58.8,04:33.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.397940009,4,164,0.92473495,73.63515496
04:33.9,08:18.5,Tag My News (Titles Only),Augmentation with max. window size 3,0.431798276,4,169,0.838999212,74.35582876
08:18.5,12:20.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.468521083,4,155,0.817806184,74.43438768
12:20.9,15:52.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.508638306,4,128,0.875780106,72.08333611
15:52.9,20:19.3,Tag My News (Titles Only),Augmentation with max. window size 3,0.552841969,4,145,0.772546679,74.22272861
20:19.3,25:33.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.602059991,4,147,0.808368862,75.56764781
25:33.9,30:10.3,Tag My News (Titles Only),Augmentation with max. window size 3,0.657577319,4,130,0.757430673,75.96161962
30:10.3,35:26.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.721246399,4,123,0.869838208,72.67257571
35:26.9,40:34.4,Tag My News (Titles Only),Augmentation with max. window size 3,0.795880017,4,144,0.796360552,73.50378633
40:34.4,45:38.4,Tag My News (Titles Only),Augmentation with max. window size 3,0.886056648,4,130,0.809003621,75.04999936
45:38.4,50:57.3,Tag My News (Titles Only),Augmentation with max. window size 3,1,4,115,0.759005278,76.39960647
50:57.3,51:56.8,Tag My News (Titles Only),Augmentation with max. window size 3,0.013228266,5,253,1.328458309,53.8461566
51:56.8,52:12.7,Tag My News (Titles Only),Augmentation with max. window size 3,0.026872146,5,28,1.886380196,33.33333433
52:12.7,53:49.2,Tag My News (Titles Only),Augmentation with max. window size 3,0.040958608,5,360,1.018357277,70.51281929
53:49.2,55:14.2,Tag My News (Titles Only),Augmentation with max. window size 3,0.055517328,5,248,1.37931025,54.28571701
55:14.2,57:13.6,Tag My News (Titles Only),Augmentation with max. window size 3,0.070581074,5,333,1.233811975,61.94030046
57:13.6,58:44.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.086186148,5,246,1.174212813,60.73619723
58:44.9,00:47.2,Tag My News (Titles Only),Augmentation with max. window size 3,0.102372909,5,319,1.138676167,65.46391845
00:47.2,02:37.9,Tag My News (Titles Only),Augmentation with max. window size 3,0.119186408,5,203,0.917578816,71.11111283
