Start time,End time,Dataset,Augmentation technique,Dataset Reduction (r),Experiment #,Training Epochs,Test loss,Test accuracy
15:16.2,20:11.3,Tag My News (Titles Only),No Augmentation,0.508638306,8,182,0.750652075,76.45833492
20:11.3,25:54.0,Tag My News (Titles Only),No Augmentation,0.552841969,8,190,0.723828167,78.35909128
25:54.0,34:34.4,Tag My News (Titles Only),No Augmentation,0.602059991,8,248,0.723922133,79.10882235
34:34.4,39:57.6,Tag My News (Titles Only),No Augmentation,0.657577319,8,149,0.776298583,76.69668198
39:57.6,46:53.5,Tag My News (Titles Only),No Augmentation,0.721246399,8,171,0.742340177,74.96163249
46:53.5,54:18.3,Tag My News (Titles Only),No Augmentation,0.795880017,8,186,0.755667478,76.84780955
54:18.3,00:29.7,Tag My News (Titles Only),No Augmentation,0.886056648,8,166,0.765933305,75.91606975
00:29.7,07:27.7,Tag My News (Titles Only),No Augmentation,1,8,156,0.695846617,77.88337171
07:27.7,08:42.6,Tag My News (Titles Only),No Augmentation,0.013228266,9,285,1.072126985,73.0769217
08:42.6,09:42.8,Tag My News (Titles Only),No Augmentation,0.026872146,9,254,1.546977282,45.09803951
09:42.8,11:00.0,Tag My News (Titles Only),No Augmentation,0.040958608,9,291,1.061970234,62.82051206
11:00.0,13:23.3,Tag My News (Titles Only),No Augmentation,0.055517328,9,442,1.092506886,66.66666865
13:23.3,15:14.4,Tag My News (Titles Only),No Augmentation,0.070581074,9,327,1.206863403,61.19403243
15:14.4,17:35.8,Tag My News (Titles Only),No Augmentation,0.086186148,9,401,1.108701587,65.03067613
17:35.8,20:07.4,Tag My News (Titles Only),No Augmentation,0.102372909,9,396,1.005463719,69.58763003
20:07.4,22:57.5,Tag My News (Titles Only),No Augmentation,0.119186408,9,311,0.930153966,71.55555487
22:57.5,24:58.6,Tag My News (Titles Only),No Augmentation,0.13667714,9,216,1.02595818,67.05426574
24:58.6,27:49.9,Tag My News (Titles Only),No Augmentation,0.15490196,9,288,1.062639594,63.82252574
27:49.9,30:49.4,Tag My News (Titles Only),No Augmentation,0.173925197,9,281,0.943582535,71.42857313
30:49.4,33:36.9,Tag My News (Titles Only),No Augmentation,0.193820026,9,242,0.848280132,71.85792327
33:36.9,36:49.8,Tag My News (Titles Only),No Augmentation,0.214670165,9,278,0.81754142,73.89162779
36:49.8,41:23.2,Tag My News (Titles Only),No Augmentation,0.236572006,9,297,0.801216662,76.73377991
41:23.2,45:37.0,Tag My News (Titles Only),No Augmentation,0.259637311,9,265,0.872311592,73.26530814
45:37.0,49:31.1,Tag My News (Titles Only),No Augmentation,0.283996656,9,236,0.836893141,73.13432693
49:31.1,53:49.8,Tag My News (Titles Only),No Augmentation,0.30980392,9,255,0.853414237,72.82051444
53:49.8,58:14.7,Tag My News (Titles Only),No Augmentation,0.337242168,9,250,0.933463991,69.70172524
58:14.7,02:42.4,Tag My News (Titles Only),No Augmentation,0.366531544,9,207,0.838766634,73.84393215
02:42.4,07:29.0,Tag My News (Titles Only),No Augmentation,0.397940009,9,208,0.780474842,75.63248873
07:29.0,12:59.5,Tag My News (Titles Only),No Augmentation,0.431798276,9,237,0.772794783,76.68711543
12:59.5,18:10.4,Tag My News (Titles Only),No Augmentation,0.468521083,9,190,0.754693449,76.13122463
18:10.4,23:14.6,Tag My News (Titles Only),No Augmentation,0.508638306,9,178,0.838764071,74.47916865
23:14.6,28:53.0,Tag My News (Titles Only),No Augmentation,0.552841969,9,183,0.722558409,78.33636403
28:53.0,33:51.8,Tag My News (Titles Only),No Augmentation,0.602059991,9,158,0.7092399,78.09117734
33:51.8,38:43.3,Tag My News (Titles Only),No Augmentation,0.657577319,9,172,0.799558342,73.4570533
38:43.3,44:27.4,Tag My News (Titles Only),No Augmentation,0.721246399,9,176,0.699994296,77.90069282
44:27.4,52:25.9,Tag My News (Titles Only),No Augmentation,0.795880017,9,208,0.719051331,76.60019994
52:25.9,59:08.2,Tag My News (Titles Only),No Augmentation,0.886056648,9,158,0.716308117,77.84761786
59:08.2,06:24.5,Tag My News (Titles Only),No Augmentation,1,9,146,0.685042024,78.39611173
06:24.5,07:42.9,Tag My News (Titles Only),No Augmentation,0.013228266,10,283,1.453638554,46.15384638
07:42.9,09:04.7,Tag My News (Titles Only),No Augmentation,0.026872146,10,316,1.330137372,52.94117928
09:04.7,11:09.3,Tag My News (Titles Only),No Augmentation,0.040958608,10,396,1.047605634,62.82051206
11:09.3,13:04.5,Tag My News (Titles Only),No Augmentation,0.055517328,10,364,1.118852496,60.00000238
13:04.5,15:03.9,Tag My News (Titles Only),No Augmentation,0.070581074,10,312,1.294457436,57.4626863
15:03.9,17:21.8,Tag My News (Titles Only),No Augmentation,0.086186148,10,370,1.043866873,65.03067613
17:21.8,20:13.1,Tag My News (Titles Only),No Augmentation,0.102372909,10,425,1.031594157,67.52577424
20:13.1,23:17.9,Tag My News (Titles Only),No Augmentation,0.119186408,10,298,1.039229751,66.66666865
23:17.9,26:35.8,Tag My News (Titles Only),No Augmentation,0.13667714,10,320,0.926378965,71.70542479
26:35.8,30:31.8,Tag My News (Titles Only),No Augmentation,0.15490196,10,364,1.063451767,64.84641433
30:31.8,33:22.6,Tag My News (Titles Only),No Augmentation,0.173925197,10,251,0.934165418,69.60486174
33:22.6,37:04.3,Tag My News (Titles Only),No Augmentation,0.193820026,10,310,0.834569037,72.95082211
