Start time,End time,Dataset,Augmentation technique,Dataset Reduction (r),Experiment #,Training Epochs,Test loss,Test accuracy
2017-02-07 02:48:32.446267,2017-02-07 02:50:58.604206,TREC,No Augmentation,0.11918640771920863,2,568,2.37063026428,40.2061849833
2017-02-07 02:50:58.604316,2017-02-07 02:52:46.804324,TREC,No Augmentation,0.1366771398795441,2,397,2.6660964489,34.2342346907
2017-02-07 02:52:46.804432,2017-02-07 02:55:01.700253,TREC,No Augmentation,0.1549019599857432,2,562,2.37496995926,36.5079373121
2017-02-07 02:55:01.700363,2017-02-07 02:58:22.419765,TREC,No Augmentation,0.17392519729917355,2,706,2.70481991768,30.4964542389
2017-02-07 02:58:22.419861,2017-02-07 03:01:42.899806,TREC,No Augmentation,0.19382002601611292,2,717,2.35379385948,42.0382171869
2017-02-07 03:01:42.899902,2017-02-07 03:05:07.912959,TREC,No Augmentation,0.21467016498923297,2,717,2.37350797653,41.3793116808
2017-02-07 03:05:07.913052,2017-02-07 03:09:20.677577,TREC,No Augmentation,0.23657200643706267,2,922,2.39382338524,40.625
2017-02-07 03:09:20.677681,2017-02-07 03:11:44.385429,TREC,No Augmentation,0.2596373105057561,2,673,2.44696354866,43.3333337307
2017-02-07 03:11:44.385534,2017-02-07 03:14:50.390574,TREC,No Augmentation,0.2839966563652008,2,602,2.21229767799,47.3913043737
2017-02-07 03:14:50.390681,2017-02-07 03:17:28.018966,TREC,No Augmentation,0.30980391997148626,2,449,2.4009718895,41.434264183
2017-02-07 03:17:28.019081,2017-02-07 03:20:53.993017,TREC,No Augmentation,0.3372421683184259,2,539,1.88524472713,50.5494534969
2017-02-07 03:20:53.993136,2017-02-07 03:24:25.404697,TREC,No Augmentation,0.36653154442041347,2,544,2.36860203743,45.6081092358
2017-02-07 03:24:25.404796,2017-02-07 03:27:39.778329,TREC,No Augmentation,0.3979400086720376,2,482,2.17200946808,47.2049683332
2017-02-07 03:27:39.778430,2017-02-07 03:31:59.628396,TREC,No Augmentation,0.431798275933005,2,606,2.15370202065,45.2722072601
2017-02-07 03:31:59.628503,2017-02-07 03:36:59.627207,TREC,No Augmentation,0.46852108295774486,2,652,1.98013412952,51.9788920879
2017-02-07 03:36:59.627310,2017-02-07 03:41:54.166262,TREC,No Augmentation,0.5086383061657274,2,609,2.01979827881,51.0948896408
2017-02-07 03:41:54.166380,2017-02-07 03:46:05.711527,TREC,No Augmentation,0.5528419686577808,2,417,2.08450984955,47.4272936583
2017-02-07 03:46:05.711640,2017-02-07 03:49:58.724039,TREC,No Augmentation,0.6020599913279624,2,369,1.96645867825,45.5852150917
2017-02-07 03:49:58.724150,2017-02-07 03:54:56.786791,TREC,No Augmentation,0.6575773191777937,2,447,1.87403035164,52.165722847
2017-02-07 03:54:56.786933,2017-02-07 04:00:38.072216,TREC,No Augmentation,0.7212463990471711,2,494,1.94551432133,50.0857651234
2017-02-07 04:00:38.072324,2017-02-07 04:06:42.458595,TREC,No Augmentation,0.7958800173440752,2,503,1.79393482208,55.365473032
2017-02-07 04:06:42.458772,2017-02-07 04:14:28.367810,TREC,No Augmentation,0.8860566476931633,2,524,1.94313549995,50.8379876614
2017-02-07 04:14:28.367931,2017-02-07 04:20:40.377450,TREC,No Augmentation,1.0,2,408,1.69826638699,54.3316841125
2017-02-07 04:20:40.377566,2017-02-07 04:21:09.894766,TREC,No Augmentation,0.01322826573375524,3,97,3.63045907021,9.09090936184
2017-02-07 04:21:09.894857,2017-02-07 04:21:40.024494,TREC,No Augmentation,0.026872146400301333,3,98,3.55948638916,9.09090936184
2017-02-07 04:21:40.024594,2017-02-07 04:23:25.521708,TREC,No Augmentation,0.04095860767890647,3,447,2.82039737701,23.5294118524
2017-02-07 04:23:25.521807,2017-02-07 04:24:56.626916,TREC,No Augmentation,0.05551732784983132,3,492,2.33403396606,37.7777785063
2017-02-07 04:24:56.627012,2017-02-07 04:27:09.511390,TREC,No Augmentation,0.07058107428570726,3,557,2.76431012154,31.5789461136
2017-02-07 04:27:09.511495,2017-02-07 04:28:20.157059,TREC,No Augmentation,0.08618614761628329,3,374,3.11765575409,20.000000298
2017-02-07 04:28:20.157174,2017-02-07 04:31:05.054725,TREC,No Augmentation,0.10237290870955862,3,661,2.35793447495,40.9638553858
2017-02-07 04:31:05.054838,2017-02-07 04:33:18.085252,TREC,No Augmentation,0.11918640771920863,3,545,2.54831838608,31.9587618113
2017-02-07 04:33:18.085344,2017-02-07 04:36:08.397775,TREC,No Augmentation,0.1366771398795441,3,631,2.61855316162,39.6396398544
2017-02-07 04:36:08.397873,2017-02-07 04:38:37.825516,TREC,No Augmentation,0.1549019599857432,3,537,2.38471579552,37.3015880585
2017-02-07 04:38:37.825616,2017-02-07 04:40:54.889105,TREC,No Augmentation,0.17392519729917355,3,551,2.57507348061,38.2978737354
2017-02-07 04:40:54.889227,2017-02-07 04:43:19.138640,TREC,No Augmentation,0.19382002601611292,3,502,2.46062493324,36.9426757097
2017-02-07 04:43:19.138743,2017-02-07 04:46:28.200132,TREC,No Augmentation,0.21467016498923297,3,706,2.37213754654,41.3793116808
2017-02-07 04:46:28.200227,2017-02-07 04:49:57.941840,TREC,No Augmentation,0.23657200643706267,3,709,2.51733827591,35.9375
2017-02-07 04:49:57.941937,2017-02-07 04:53:17.676941,TREC,No Augmentation,0.2596373105057561,3,685,2.23197221756,44.2857146263
2017-02-07 04:53:17.677043,2017-02-07 04:57:18.638261,TREC,No Augmentation,0.2839966563652008,3,547,2.379529953,43.9130425453
2017-02-07 04:57:18.638371,2017-02-07 05:01:21.197304,TREC,No Augmentation,0.30980391997148626,3,577,2.06038713455,45.0199216604
2017-02-07 05:01:21.197438,2017-02-07 05:06:04.168983,TREC,No Augmentation,0.3372421683184259,3,609,2.33261537552,47.9853481054
2017-02-07 05:06:04.169144,2017-02-07 05:09:19.228914,TREC,No Augmentation,0.36653154442041347,3,500,2.1914255619,44.9324309826
2017-02-07 05:09:19.229010,2017-02-07 05:12:31.088729,TREC,No Augmentation,0.3979400086720376,3,550,2.12777209282,45.9627330303
2017-02-07 05:12:31.088829,2017-02-07 05:15:47.218140,TREC,No Augmentation,0.431798275933005,3,533,2.12283182144,47.8510022163
2017-02-07 05:15:47.218234,2017-02-07 05:20:03.369153,TREC,No Augmentation,0.46852108295774486,3,652,1.91377937794,52.770447731
2017-02-07 05:20:03.369269,2017-02-07 05:23:30.559742,TREC,No Augmentation,0.5086383061657274,3,468,2.31829619408,41.8491482735
